  cell  ,E,W,N,S
"(33, 6)",1,0,1,1
"(34, 6)",0,1,1,1
"(35, 6)",1,1,1,1
"(36, 6)",1,0,1,1
"(37, 6)",0,1,1,1
"(38, 6)",1,1,1,0
"(39, 6)",1,1,0,1
"(40, 6)",1,0,1,1
"(41, 6)",0,0,1,1
"(42, 6)",1,0,1,1
"(43, 6)",0,1,1,0
"(44, 6)",1,1,0,1
"(45, 6)",0,0,1,1
"(46, 6)",1,1,1,1
"(47, 6)",1,0,1,1
"(48, 6)",1,1,1,0
"(49, 6)",1,1,0,0
"(50, 6)",1,0,0,0
"(1, 7)",1,1,0,0
"(2, 7)",1,1,0,0
"(3, 7)",1,1,0,0
"(4, 7)",0,1,0,0
"(5, 7)",1,0,0,1
"(6, 7)",1,1,1,1
"(7, 7)",0,1,1,1
"(8, 7)",0,0,1,1
"(9, 7)",1,0,1,1
"(10, 7)",0,0,1,1
"(11, 7)",1,0,1,1
"(12, 7)",0,1,1,0
"(13, 7)",0,1,0,1
"(14, 7)",0,0,1,1
"(15, 7)",1,0,1,1
"(16, 7)",1,1,1,0
"(17, 7)",1,1,0,0
"(18, 7)",1,1,0,0
"(19, 7)",1,1,0,1
"(20, 7)",1,1,1,1
"(21, 7)",1,1,1,0
"(22, 7)",1,0,0,1
"(23, 7)",1,1,1,0
"(24, 7)",1,1,0,0
"(25, 7)",1,0,0,1
"(26, 7)",0,1,1,0
"(27, 7)",0,1,0,1
"(28, 7)",1,1,1,1
"(29, 7)",0,0,1,1
"(30, 7)",1,1,1,0
"(31, 7)",1,1,0,1
"(32, 7)",0,1,1,0
"(33, 7)",1,1,0,0
"(34, 7)",1,0,0,1
"(35, 7)",1,1,1,0
"(36, 7)",1,1,0,1
"(37, 7)",0,0,1,1
"(38, 7)",1,1,1,1
"(39, 7)",1,1,1,0
"(40, 7)",0,1,0,1
"(41, 7)",1,0,1,0
"(42, 7)",1,1,0,1
"(43, 7)",0,0,1,1
"(44, 7)",1,1,1,1
"(45, 7)",1,0,1,1
"(46, 7)",1,1,1,0
"(47, 7)",1,1,0,0
"(48, 7)",1,1,0,0
"(49, 7)",1,1,0,0
"(50, 7)",1,1,0,0
"(1, 8)",1,1,0,1
"(2, 8)",0,1,1,1
"(3, 8)",0,1,1,1
"(4, 8)",1,0,1,1
"(5, 8)",1,1,1,0
"(6, 8)",1,1,0,1
"(7, 8)",1,0,1,0
"(8, 8)",1,0,0,1
"(9, 8)",1,1,1,1
"(10, 8)",0,0,1,1
"(11, 8)",1,1,1,1
"(12, 8)",0,0,1,1
"(13, 8)",0,0,1,1
"(14, 8)",1,0,1,1
"(15, 8)",1,1,1,0
"(16, 8)",1,1,0,1
"(17, 8)",1,1,1,1
"(18, 8)",0,1,1,1
"(19, 8)",1,1,1,0
"(20, 8)",1,1,0,0
"(21, 8)",1,1,0,1
"(22, 8)",0,1,1,0
"(23, 8)",1,1,0,1
"(24, 8)",0,1,1,0
"(25, 8)",0,1,0,1
"(26, 8)",0,0,1,1
"(27, 8)",1,0,1,1
"(28, 8)",1,1,1,1
"(29, 8)",0,0,1,1
"(30, 8)",1,1,1,0
"(31, 8)",1,1,0,1
"(32, 8)",1,0,1,1
"(33, 8)",0,1,1,1
"(34, 8)",1,1,1,0
"(35, 8)",1,1,0,1
"(36, 8)",0,1,1,1
"(37, 8)",1,0,1,1
"(38, 8)",1,1,1,0
"(39, 8)",1,1,0,1
"(40, 8)",0,0,1,1
"(41, 8)",1,1,1,0
"(42, 8)",0,1,0,1
"(43, 8)",1,0,1,1
"(44, 8)",1,1,1,0
"(45, 8)",1,1,0,0
"(46, 8)",0,1,0,1
"(47, 8)",1,1,1,0
"(48, 8)",1,1,0,1
"(49, 8)",0,1,1,1
"(50, 8)",1,1,1,0
"(1, 9)",0,1,0,1
"(2, 9)",1,0,1,0
"(3, 9)",1,0,0,1
"(4, 9)",1,1,1,0
"(5, 9)",1,1,0,1
"(6, 9)",0,1,1,0
"(7, 9)",1,1,0,1
"(8, 9)",0,1,1,0
"(9, 9)",1,1,0,1
"(10, 9)",0,0,1,1
"(11, 9)",1,1,1,1
"(12, 9)",0,0,1,1
"(13, 9)",0,0,1,1
"(14, 9)",1,1,1,0
"(15, 9)",0,1,0,1
"(16, 9)",1,1,1,0
"(17, 9)",1,1,0,1
"(18, 9)",1,0,1,0
"(19, 9)",1,1,0,1
"(20, 9)",0,1,1,1
"(21, 9)",0,1,1,1
"(22, 9)",1,0,1,1
"(23, 9)",0,1,1,1
"(24, 9)",0,0,1,1
"(25, 9)",1,0,1,1
"(26, 9)",1,0,1,1
"(27, 9)",0,1,1,0
"(28, 9)",1,1,0,1
"(29, 9)",1,0,1,1
"(30, 9)",0,1,1,1
"(31, 9)",1,1,1,0
"(32, 9)",1,1,0,0
"(33, 9)",1,0,0,1
"(34, 9)",1,1,1,1
"(35, 9)",1,1,1,0
"(36, 9)",1,0,0,1
"(37, 9)",0,1,1,0
"(38, 9)",1,1,0,1
"(39, 9)",0,1,1,1
"(40, 9)",1,0,1,1
"(41, 9)",0,1,1,1
"(42, 9)",0,0,1,1
"(43, 9)",1,1,1,0
"(44, 9)",0,1,0,1
"(45, 9)",1,1,1,1
"(46, 9)",1,0,1,1
"(47, 9)",0,1,1,1
"(48, 9)",1,1,1,1
"(49, 9)",1,0,1,0
"(50, 9)",1,1,0,0
"(1, 10)",1,0,0,1
"(2, 10)",0,1,1,1
"(3, 10)",1,1,1,0
"(4, 10)",1,1,0,1
"(5, 10)",0,1,1,1
"(6, 10)",1,0,1,1
"(7, 10)",0,1,1,1
"(8, 10)",1,0,1,1
"(9, 10)",0,1,1,1
"(10, 10)",1,0,1,1
"(11, 10)",0,1,1,1
"(12, 10)",1,0,1,1
"(13, 10)",1,0,1,1
"(14, 10)",0,1,1,0
"(15, 10)",1,0,0,1
"(16, 10)",1,1,1,1
"(17, 10)",1,1,1,0
"(18, 10)",1,1,0,1
"(19, 10)",0,1,1,1
"(20, 10)",1,0,1,1
"(21, 10)",1,0,1,1
"(22, 10)",0,1,1,1
"(23, 10)",1,0,1,0
"(24, 10)",1,0,0,1
"(25, 10)",1,1,1,0
"(26, 10)",0,1,0,1
"(27, 10)",0,0,1,1
"(28, 10)",0,1,1,0
"(29, 10)",0,1,0,1
"(30, 10)",1,0,1,1
"(31, 10)",1,1,1,1
"(32, 10)",0,1,1,1
"(33, 10)",1,1,1,0
"(34, 10)",1,1,0,0
"(35, 10)",1,1,0,1
"(36, 10)",0,1,1,1
"(37, 10)",1,0,1,1
"(38, 10)",0,1,1,1
"(39, 10)",1,0,1,0
"(40, 10)",0,1,0,1
"(41, 10)",1,0,1,0
"(42, 10)",1,0,0,1
"(43, 10)",0,1,1,1
"(44, 10)",1,0,1,1
"(45, 10)",1,1,1,0
"(46, 10)",1,1,0,1
"(47, 10)",0,0,1,1
"(48, 10)",1,1,1,0
"(49, 10)",0,1,0,1
"(50, 10)",1,1,1,0
"(1, 11)",1,1,0,0
"(2, 11)",1,0,0,1
"(3, 11)",1,1,1,0
"(4, 11)",1,1,0,1
"(5, 11)",1,0,1,1
"(6, 11)",0,1,1,1
"(7, 11)",1,0,1,1
"(8, 11)",0,1,1,1
"(9, 11)",1,0,1,0
"(10, 11)",1,1,0,1
"(11, 11)",1,0,1,1
"(12, 11)",0,1,1,0
"(13, 11)",0,1,0,1
"(14, 11)",0,0,1,1
"(15, 11)",1,1,1,0
"(16, 11)",1,1,0,0
"(17, 11)",1,1,0,0
"(18, 11)",1,1,0,0
"(19, 11)",1,0,0,1
"(20, 11)",1,1,1,0
"(21, 11)",1,1,0,1
"(22, 11)",1,0,1,1
"(23, 11)",0,1,1,1
"(24, 11)",1,1,1,0
"(25, 11)",1,1,0,1
"(26, 11)",0,0,1,1
"(27, 11)",1,0,1,1
"(28, 11)",1,0,1,1
"(29, 11)",1,0,1,1
"(30, 11)",1,1,1,0
"(31, 11)",1,1,0,1
"(32, 11)",0,0,1,1
"(33, 11)",1,1,1,1
"(34, 11)",0,1,1,1
"(35, 11)",0,1,1,1
"(36, 11)",1,0,1,1
"(37, 11)",1,1,1,0
"(38, 11)",1,0,0,1
"(39, 11)",1,1,1,0
"(40, 11)",1,0,0,1
"(41, 11)",0,1,1,1
"(42, 11)",1,1,1,1
"(43, 11)",0,0,1,1
"(44, 11)",1,1,1,0
"(45, 11)",1,1,0,1
"(46, 11)",0,1,1,1
"(47, 11)",0,0,1,1
"(48, 11)",1,1,1,1
"(49, 11)",0,0,1,1
"(50, 11)",1,1,1,0
"(1, 12)",1,1,0,1
"(2, 12)",0,1,1,0
"(3, 12)",1,1,0,1
"(4, 12)",1,1,1,0
"(5, 12)",1,1,0,1
"(6, 12)",0,0,1,1
"(7, 12)",1,1,1,1
"(8, 12)",0,0,1,1
"(9, 12)",1,1,1,1
"(10, 12)",1,1,1,0
"(11, 12)",1,1,0,1
"(12, 12)",0,0,1,1
"(13, 12)",1,0,1,1
"(14, 12)",0,0,1,0
"(15, 12)",1,1,0,1
"(16, 12)",1,1,1,1
"(17, 12)",1,1,1,1
"(18, 12)",0,1,1,1
"(19, 12)",1,1,1,0
"(20, 12)",1,1,0,0
"(21, 12)",1,1,0,0
"(22, 12)",1,1,0,1
"(23, 12)",1,0,1,1
"(24, 12)",0,1,1,1
"(25, 12)",0,1,1,1
"(26, 12)",1,0,1,0
"(27, 12)",1,1,0,0
"(28, 12)",1,1,0,0
"(29, 12)",1,1,0,0
"(30, 12)",1,1,0,1
"(31, 12)",0,1,1,1
"(32, 12)",0,0,1,1
"(33, 12)",1,1,1,1
"(34, 12)",1,0,1,1
"(35, 12)",0,0,1,1
"(36, 12)",1,1,1,0
"(37, 12)",0,1,0,1
"(38, 12)",1,1,1,0
"(39, 12)",1,1,0,1
"(40, 12)",1,1,1,1
"(41, 12)",0,0,1,1
"(42, 12)",1,1,1,1
"(43, 12)",1,0,1,0
"(44, 12)",1,1,0,1
"(45, 12)",0,1,1,1
"(46, 12)",1,0,1,0
"(47, 12)",1,0,0,1
"(48, 12)",0,1,1,1
"(49, 12)",1,0,1,0
"(50, 12)",1,1,0,0
"(1, 13)",1,1,0,1
"(2, 13)",0,0,1,1
"(3, 13)",1,1,1,0
"(4, 13)",1,1,0,1
"(5, 13)",1,1,1,0
"(6, 13)",1,0,0,1
"(7, 13)",0,1,1,1
"(8, 13)",1,0,1,1
"(9, 13)",0,1,1,0
"(10, 13)",1,1,0,0
"(11, 13)",1,1,0,1
"(12, 13)",1,0,1,0
"(13, 13)",0,1,0,1
"(14, 13)",1,0,1,1
"(15, 13)",0,1,1,0
"(16, 13)",1,1,0,0
"(17, 13)",1,1,0,1
"(18, 13)",0,0,1,1
"(19, 13)",1,1,1,0
"(20, 13)",1,1,0,1
"(21, 13)",1,1,1,1
"(22, 13)",1,1,1,0
"(23, 13)",1,1,0,1
"(24, 13)",0,0,1,1
"(25, 13)",1,0,1,1
"(26, 13)",0,1,1,1
"(27, 13)",0,1,1,1
"(28, 13)",1,1,1,1
"(29, 13)",0,1,1,1
"(30, 13)",1,1,1,1
"(31, 13)",0,0,1,1
"(32, 13)",1,0,1,1
"(33, 13)",1,1,1,0
"(34, 13)",1,1,0,1
"(35, 13)",1,0,1,1
"(36, 13)",0,1,1,1
"(37, 13)",1,0,1,0
"(38, 13)",1,1,0,1
"(39, 13)",1,1,1,0
"(40, 13)",1,1,0,1
"(41, 13)",1,0,1,1
"(42, 13)",1,1,1,0
"(43, 13)",0,1,0,1
"(44, 13)",1,1,1,1
"(45, 13)",1,0,1,0
"(46, 13)",1,1,0,1
"(47, 13)",1,1,1,0
"(48, 13)",1,0,0,1
"(49, 13)",0,1,1,1
"(50, 13)",1,1,1,0
"(1, 14)",1,1,0,1
"(2, 14)",1,0,1,1
"(3, 14)",1,1,1,1
"(4, 14)",1,1,1,0
"(5, 14)",1,1,0,1
"(6, 14)",0,1,1,1
"(7, 14)",1,0,1,1
"(8, 14)",1,1,1,1
"(9, 14)",1,0,1,1
"(10, 14)",0,1,1,1
"(11, 14)",1,1,1,0
"(12, 14)",0,1,0,1
"(13, 14)",1,0,1,1
"(14, 14)",1,1,1,1
"(15, 14)",0,0,1,1
"(16, 14)",0,1,1,1
"(17, 14)",1,1,1,0
"(18, 14)",1,0,0,1
"(19, 14)",0,1,1,1
"(20, 14)",0,1,1,0
"(21, 14)",1,1,0,0
"(22, 14)",1,1,0,1
"(23, 14)",0,1,1,1
"(24, 14)",1,0,1,1
"(25, 14)",1,1,1,1
"(26, 14)",0,0,1,1
"(27, 14)",1,0,1,1
"(28, 14)",0,1,1,1
"(29, 14)",1,0,1,1
"(30, 14)",1,1,1,0
"(31, 14)",1,0,0,1
"(32, 14)",0,1,1,0
"(33, 14)",0,1,0,1
"(34, 14)",1,1,1,0
"(35, 14)",0,1,0,1
"(36, 14)",1,0,1,0
"(37, 14)",1,1,0,1
"(38, 14)",0,1,1,0
"(39, 14)",1,1,0,1
"(40, 14)",1,1,1,0
"(41, 14)",1,1,0,0
"(42, 14)",1,1,0,1
"(43, 14)",1,0,1,1
"(44, 14)",1,1,1,0
"(45, 14)",1,1,0,0
"(46, 14)",1,1,0,0
"(47, 14)",1,1,0,1
"(48, 14)",0,1,1,1
"(49, 14)",1,0,1,1
"(50, 14)",1,1,1,0
"(1, 15)",1,1,0,0
"(2, 15)",1,1,0,0
"(3, 15)",1,1,0,0
"(4, 15)",1,1,0,1
"(5, 15)",1,1,1,1
"(6, 15)",0,0,1,1
"(7, 15)",1,1,1,0
"(8, 15)",0,1,0,0
"(9, 15)",1,1,0,1
"(10, 15)",1,0,1,1
"(11, 15)",0,1,1,1
"(12, 15)",0,0,1,1
"(13, 15)",1,1,1,0
"(14, 15)",1,1,0,1
"(15, 15)",1,0,1,1
"(16, 15)",0,0,1,1
"(17, 15)",0,1,1,1
"(18, 15)",1,1,1,1
"(19, 15)",1,0,1,1
"(20, 15)",0,0,1,1
"(21, 15)",0,1,1,0
"(22, 15)",0,1,0,1
"(23, 15)",0,0,1,1
"(24, 15)",1,1,1,0
"(25, 15)",1,1,0,1
"(26, 15)",1,0,1,1
"(27, 15)",0,1,1,0
"(28, 15)",0,0,0,1
"(29, 15)",1,1,1,0
"(30, 15)",1,1,0,1
"(31, 15)",1,1,1,1
"(32, 15)",0,0,1,1
"(33, 15)",0,0,1,1
"(34, 15)",0,1,1,1
"(35, 15)",1,0,1,1
"(36, 15)",0,1,1,1
"(37, 15)",1,1,1,1
"(38, 15)",0,0,1,1
"(39, 15)",1,1,1,0
"(40, 15)",1,1,0,1
"(41, 15)",1,1,1,1
"(42, 15)",1,1,1,0
"(43, 15)",1,1,0,0
"(44, 15)",1,1,0,1
"(45, 15)",0,1,1,1
"(46, 15)",1,1,1,1
"(47, 15)",0,1,1,1
"(48, 15)",1,0,1,1
"(49, 15)",1,1,1,0
"(50, 15)",1,1,0,0
"(1, 16)",1,1,0,1
"(2, 16)",0,1,1,1
"(3, 16)",0,1,1,1
"(4, 16)",1,1,1,0
"(5, 16)",1,1,0,1
"(6, 16)",0,0,1,1
"(7, 16)",0,1,1,1
"(8, 16)",1,0,1,1
"(9, 16)",0,1,1,0
"(10, 16)",1,1,0,1
"(11, 16)",0,0,1,1
"(12, 16)",1,0,1,1
"(13, 16)",1,1,1,1
"(14, 16)",1,1,1,0
"(15, 16)",1,1,0,1
"(16, 16)",1,0,1,1
"(17, 16)",1,0,1,1
"(18, 16)",1,1,1,0
"(19, 16)",0,1,0,1
"(20, 16)",1,0,1,1
"(21, 16)",0,0,1,1
"(22, 16)",1,0,1,1
"(23, 16)",1,0,1,1
"(24, 16)",0,1,1,0
"(25, 16)",1,1,0,0
"(26, 16)",1,1,0,1
"(27, 16)",1,0,1,1
"(28, 16)",0,0,1,1
"(29, 16)",1,1,1,1
"(30, 16)",1,1,1,0
"(31, 16)",1,1,0,1
"(32, 16)",1,0,1,0
"(33, 16)",1,0,0,0
"(34, 16)",1,0,0,1
"(35, 16)",0,1,1,1
"(36, 16)",0,0,1,1
"(37, 16)",0,1,1,1
"(38, 16)",1,0,1,1
"(39, 16)",0,1,1,1
"(40, 16)",1,1,1,0
"(41, 16)",1,1,0,0
"(42, 16)",1,1,0,1
"(43, 16)",1,1,1,1
"(44, 16)",1,1,1,1
"(45, 16)",1,0,1,0
"(46, 16)",1,1,0,0
"(47, 16)",1,0,0,1
"(48, 16)",1,1,1,0
"(49, 16)",0,1,0,0
"(50, 16)",1,1,0,0
"(1, 17)",1,1,0,1
"(2, 17)",0,0,1,1
"(3, 17)",1,0,1,1
"(4, 17)",0,1,1,1
"(5, 17)",1,1,1,1
"(6, 17)",0,0,1,1
"(7, 17)",0,0,1,1
"(8, 17)",1,1,1,1
"(9, 17)",1,0,1,1
"(10, 17)",1,1,1,0
"(11, 17)",1,0,0,1
"(12, 17)",1,1,1,0
"(13, 17)",1,1,0,0
"(14, 17)",1,1,0,1
"(15, 17)",1,1,1,0
"(16, 17)",1,1,0,0
"(17, 17)",1,1,0,0
"(18, 17)",1,1,0,1
"(19, 17)",1,0,1,1
"(20, 17)",0,1,1,1
"(21, 17)",1,0,1,1
"(22, 17)",0,1,1,0
"(23, 17)",1,1,0,1
"(24, 17)",0,0,1,1
"(25, 17)",1,1,1,1
"(26, 17)",0,1,1,0
"(27, 17)",1,1,0,1
"(28, 17)",0,0,1,1
"(29, 17)",0,1,1,0
"(30, 17)",1,1,0,1
"(31, 17)",0,1,1,0
"(32, 17)",1,1,0,1
"(33, 17)",1,1,1,1
"(34, 17)",0,1,1,1
"(35, 17)",1,0,1,0
"(36, 17)",1,0,0,1
"(37, 17)",0,0,1,1
"(38, 17)",1,1,1,1
"(39, 17)",1,0,1,1
"(40, 17)",0,1,1,1
"(41, 17)",1,1,1,1
"(42, 17)",0,1,1,0
"(43, 17)",1,1,0,0
"(44, 17)",1,1,0,0
"(45, 17)",0,1,0,1
"(46, 17)",1,1,1,1
"(47, 17)",0,1,1,0
"(48, 17)",1,1,0,0
"(49, 17)",1,0,0,1
"(50, 17)",1,1,1,0
"(1, 18)",1,1,0,0
"(2, 18)",0,0,0,1
"(3, 18)",0,1,1,1
"(4, 18)",0,0,1,1
"(5, 18)",0,1,1,1
"(6, 18)",1,0,1,1
"(7, 18)",0,0,1,1
"(8, 18)",1,1,1,0
"(9, 18)",1,1,0,0
"(10, 18)",1,1,0,1
"(11, 18)",1,1,1,0
"(12, 18)",1,1,0,1
"(13, 18)",1,1,1,1
"(14, 18)",1,1,1,0
"(15, 18)",0,1,0,1
"(16, 18)",1,1,1,1
"(17, 18)",0,1,1,1
"(18, 18)",1,1,1,0
"(19, 18)",1,1,0,0
"(20, 18)",1,0,0,0
"(21, 18)",1,1,0,1
"(22, 18)",0,0,1,1
"(23, 18)",0,1,1,1
